Start date,Start time,Machine No,Machine name,Process No,Line code,Line name,Leader,Problem detail,M/E,Finish date,Finish time,Bdtime,Repair time,Number of machine,BD.time,Status(Machine),Main PIC,Where,What happened,How,Failure category,Maint.category,Implementation detail,Root cause,Countermeasure Root cause,Status (Root cause),P.I.C (RC),Main reason for long time repair,Countermeasure long time breakdown,Status (Long Time),P.I.C (LT),Diagnosis,Spare Part,Tools,Work Ability,Setting Ability,Back up
13-05-26,21:55:00,Kj9137-1,Belt Running-in,110,GSA,Gear Sub-Assy,Songwut,Quality NG(งานเป็นรอย),M  ,13-05-26,23:10:00,75,75,1,75,Completed,Thitinon K.,Belt runninr-in unit,Seration shaft,Rotation NG,Burr,Change,"1.Check confirm seration shaft work 
2.Check seration shaft have burr
3.Change new seration shaft
4.Test run machine ok 
5.PDT check dent ok",Seration have bur,กำหนด Tool lift เปลี่ยนก่อนจะเกิดครีบ,On process,PE,Work Ability,จัดทำชุด Shaft sreation ไว้อีก1ชุดเวลาเปลี่ยนก็ใส่ได้เลยแล้วเอาตัวเก่ามาเปลี่ยนรอเป็น Spare ไว้,On process,PE,5,10,0,50,10,0
14-05-26,16:00:00,ME9087,Torque Variation Inspection,60,GA,Gear Assy,Tinnakron,Alarm left load cylinder time out,E,14-05-26,17:30:00,70,30,1,70,Completed,Chaiwat T.,Electric control unit,Relay,Running remain,Relay NG,Change,"1. Check machine running remain
2. Check solid state relay 1CS0A2 (Left load cylinder forward), 1CS0A3 (Left lpad cylinder back) NG. 
3. Change new solid state relay 1CS0A2, 1CS0A3 
4. Test run ok and check confirm master ok
",Relay contact NG ,Add tool life change new relay,Completed,MT,Diagnosis,Make trouble shooting ,On process,MT,35,10,0,25,0,0
14-05-26,08:10:00,ME9076,Sensor Balancing,60,SA,Sensor Assy,Wicha,Quality NG,M  ,14-05-26,09:00:00,50,50,1,50,Completed,Sunthorn S.,Jig set part unit,Tool,Advance not end,Position NG,Adjust,"1. Check tool เข้าไปทำ Chamfer ไม่ถึง
2. PDT setting tool and test run NG
3. Adjust position burrs advance 5 mm. and adjust stopper
4. Test run machine ok 
5. QC check work ok",Not sure,The cause is currently being analysis ,On process,MT,Diagnosis,The cause is currently being analysis ,On process,MT,25,0,5,15,5,0
14-05-26,15:15:00,HT9005,"Teeth Side Induction Hardening 
And Tempering",70,RB,Rack Machining,Ekachai,Rack bar dent at teeth,M  ,14-05-26,15:50:00,35,35,1,35,Completed,Jakkrit  P.,Station 1,Gripper,Clamp rack bar dent,Scratch,Scrub,"1. Check gripper chuck 1 burrs
2. Take off gripper chuck 1 and deburr gripper
3. Assemble gripper and test clamp rack bar ok
4. PDT. Check confirm rack bar no dent ok",Gripper chuck 1 burrs (Unsuitable material),Change new material ,On process,PE,Spare Part,Order spare part (Gripper),On process,PE,5,15,0,15,0,0
14-05-26,01:35:00,WM9062,Washing & Air blow,30,RH1,Housing Assy No.1,Anukun,"Alarm tank 1,2 hight level",M  ,14-05-26,01:50:00,15,15,1,15,Completed,Thitinon K.,Washing system,tank,Washing return slow,PDT mistake,Check,"1.Check alarm machine 
2.On pump washing tank2 return new
3.PDT trst run machine auto ok",PDT mistake,Request PDT ไม่ให้เติมน้ำ Hight  leacek,Completed,MT,Diagnosis,PDT ทำความเข้าใจเครื่องจักรให้มากกว่านี้,Completed,PDT,10,0,0,5,5,5
15-05-26,12:25:00,WM9060,Washing & Air blow,90,PS,Pinion Machining,Narongsak,Alarm time over work pickup fault,M  ,15-05-26,13:25:00,60,60,1,60,Completed,Sunthorn S.,Jig set part unit,Jig set part,Clamp part loose,Wear,Change,"1. Check laser sensor part confirm not on
2. Check position jig set part NG
3. Check jig set part wear
4. Check spare part (มีใน Stock 2 ตัว แต่ที่เครื่องต้องใช้ 3 ตัว)
5. Change new jig 2 Pcs. and modify jig 1 Pcs.
6. Setting laser sensor part confirm and test run ok",Jig set part wear (จากการใช้งาน),Add tool life change new jig,Completed,PE,Spare Part,Add stock spare part,Completed,PE,5,30,5,20,0,0
15-05-26,04:20:00,WM9063,Washing & Air blow,40,RH2,Housing Assy No.2,Ocha,Quality NG,M  ,15-05-26,10:40:00,340,340,1,340,Completed,Sunthorn S.,Washing system,Pipe,Wasing position NG,Loose,Lock,"1. Check mount bush washing not clean
2. Check washing supply ok
3. Check pipe washing mount bush position NG (Loose)
4. Adjust pipe washing to mount bush 
5. Test run machine ok
6. QC check work ok",Pipe washing loose (Install NG),Adjust position pipe and lock pipe,Completed,PE,Work Ability,มาร์คตำแหน่งของ Pipe ก่อนทำการถอด เพื่อให้ง่ายในการประกอบ,Completed,MT,30,10,15,275,10,0
15-05-26,17:20:00,LA9068,Ends Machining,20,RB,Rack Machining,Ekachai,Alarm metrial width advance return time out,M  ,15-05-26,17:40:00,20,20,1,20,Completed,Chaiwat T.,Lifter up down unit,Cylinder,Cylinder up slow,Leak,Adjust,"1. Check PLC program (Timer T045 On) -> เป็น Timer สำหรับจับเวลาในการดันยกชิ้นงาน
2. Check cylinder no leak
3. Set timer T045 จาก 0005.0 เป็น 0010.0 
4. Supply งานออกจาก Box จำนวน 20 ตัว
5. Return timer T045 จาก 0010.0 เป็น 0005.0
6. Test run ok",มีการเติม Part ใหม่ (Rack bar และใน Box มีเยอะเกินไปทำให้ Cylinder ดัน Rack bar ขึ้นช้า),ไม่สามารถแก้ไขเรื่องการเติม Part ได้ / แก้ไขโดยการ Set timer T045 จาก 0005.0 เป็น 0010.0 (สามารถปรับได้ ไม่มีผลกับ C/T เครื่อง),On process,PE,Setting Ability,Training member set timer,Completed,MT,5,0,0,5,10,0
15-05-26,18:20:00,WM9060,Washing & Air blow,90,PS,Pinion Machining,Narongsak,Alarm diff pressure fault,E,16-05-26,00:45:00,305,15,1,305,Completed,Chaiwat T.,Washing system,Pressure SW.,Pressure low spec,Not on,Adjust,"1. Check pressure switch washing low spec
2. Balane pressure and flow washing system (ถ้าปรับค่า Pressure ได้ ค่า Flow จะไม่ได้ / ถ้าปรับค่า Flow ได้ ค่า Pressure จะไม่ได้)
3. PE request adjust flow washing (ปรับค่า Flow ให้ได้ตาม Spec)
4. Adjust diff pressure 0.2 Mpa to 0.25 Mpa (เพื่อไม่ให้เครื่อวจักร Alarm)
5. Test run machine ok and QC check part ok",Condition check sheet washing NG,PE แก้ไข Condition check sheet machine,Temporary,PE,Work Ability,ลดเวลาในการซ่อมไม่ได้ เพราะต้องรอ QC confirm part และรอ Manager อนุมัติเดินเครื่องจักร,Completed,QC,10,0,0,290,5,0
15-05-26,03:00:00,WM9063,Washing & Air blow,40,RH2,Housing Assy No.2,Anukun,Alarm SR-X reading erroe,E,15-05-26,03:10:00,10,10,1,10,Completed,Thitinon K.,Vaccun unit,DMC code reader,Can't confirm DMC,Position NG,Lock,"1.Check alarm machine 
2.Check bolt lock support DMC loose
3.Lock support DMC and truning DMC new
4.Test run machine ok",Bolt lock support DMC loose,Use loctite bolt lock support,Completed,MT,Work Ability,Make WI truning DMC,Completed,MT,5,0,0,5,0,0
15-05-26,03:45:00,AM9035,Pulley Assembly & Blot Tightening,30,PSA,Pulley Sub-Assy,Parinya,Alarm bolt pumping fault,E,15-05-26,03:50:00,5,5,1,5,Completed,Thitinon K.,Bolt supply unit,Photo sensor,Can't confirm bolt,Position NG,Adjust,"1.Check confirm sensor check bolt not on
2.Adjust sensor check bolt new
3.Test on off signal ok",Bolt lock sensor lose,Use loctite new,Completed,MT,Work Ability,Mark position sensor after lock new,Completed,MT,0,0,0,5,0,0
15-05-26,21:50:00,WM9063,Washing & Air blow,40,RH2,Housing Assy No.2,Anukun,Can't auto start,E,15-05-26,23:10:00,80,80,1,80,Completed,Anuntasak K.,Washing system,Photo sensor,Can't confirm work,Position NG,Lock,"1.Check alarm machie 
2.Check sensor check part abnormal not on
3.Lock position photo sensor new
4.Test on off signal ok
5.Test start machine >>DMC not confirm
6.Check and truning bank DMC new
7.Test run machine ok",Bolt lock photo sensor loose and DMC reading error ,เจาะยึด Bolt photo sensor อีก1 ตัว ก่อนหน้าใส่แค่1ตัว,Completed,MT,Diagnosis,Move DMC setting outside machine เพื่อป้องกันระอองน้ำเข้า,Temporary,PE,50,0,0,20,10,0
15-05-26,20:30:00,AM9038,Ball Screw & Plate Greasing,10,GSA,Gear Sub-Assy,Anukun,Alarm spring grease application roller rotation fault,M  ,15-05-26,20:50:00,20,20,1,20,Completed,Chayapol J.,Spring plate assmbly unit,Roller,Can't rotation ,Sticky,Cleaning,"1.Check spring grease roller rotation not smooth
2.Cleaning spring grease roller new 
3.Test run machine ok",Roller dirty,Add plan CM cleaning roller,Completed,MT,Work Ability,Request PDT cleaning roller before working,Completed,PDT,10,0,0,10,0,0
16-05-26,01:10:00,AM9035,Pulley Assembly & Blot Tightening,30,PSA,Pulley Sub-Assy,Parinya,Alarm bolt pumping fault,M  ,16-05-26,01:20:00,10,10,1,10,Completed,Thitinon K.,Bolt supply unit,Hose air,Wind brushing against the sensor,Squeeze,Keep,"1.Check confirm sensor check bolt not on 
2.Check hose air cylinder stopper>>Position NG
3.Keep hose air new
4.Test on off sensor confirm bolt ok
5.PDT run machine ok",Hose air squeeze sensor,Keep position hose air new,Completed,MT,Work Ability,Keep air hose new,Completed,MT,5,0,0,5,0,0
16-05-26,01:40:00,ME9087,Torque Variation Inspection,60,GA,Gear Assy,Pakinai,Alarm rack of left hydraulic pressure,E,16-05-26,01:50:00,10,10,1,10,Completed,Chayapol J.,Torque varibetion unit,Solid state ralay,Can't supply electric,Contect NG,Change,"1.Check current of solenoid valve 1SOL0A6 load left on remain
2.Check solid state relay 1CS0A6,1CS0A7 leftload right load NG
3.Change new solid state ralay 
4.Test run machine ok",Contect relay short circuit,Modify addition diode to solenoid valve,Completed,MT,Diagnosis,Make JI find the cause ,Completed,MT,5,0,0,5,0,0
16-05-26,03:50:00,AM9038,Ball Screw & Plate Greasing,10,GSA,Gear Sub-Assy,Anukun,Machine running remain,E,16-05-26,04:05:00,15,15,1,15,Completed,Thitinon K.,Ball screw greasesing unit,Not sure,Running remain,Not sure,Power off machine,"1.Machine running remain
2.Check confirn sensor 1PH513 on off ok
3.Can't reset alarm machine
4.Power off on machine new
5.PDT home position machine ok",Not sure,ยังหาสาเหตุไม่เจอ,Completed,MT,Diagnosis,ยังหาสาเหตุไม่เจอ ติดตามปัญหาต่อ,Completed,MT,15,0,0,0,0,0
18-05-26,23:00:00,AM9038,Ball Screw & Plate Greasing,10,GSA,Gear Sub-Assy,Yuttapong,Alarm spring grease application roller rotation fault,M  ,18-05-26,23:15:00,15,15,1,15,Completed,Chaiwat T.,Washing system,Roller,Rotation unsmooth,Wear,Change,"1. Check roller for spring plate rotation unsmooth
2. Check roller wear
3. Change new roller 
4. PDT test run machine ok",Roller for spring plate rotation wear,Add tool life change new roller,On process,PE,Work Ability,Make JI change roller,Completed,MT,2,5,0,8,0,0
18-05-26,07:50:00,PR9074,"Pre Assembly & S/H P/S 
Bearing Press-fit",70,SA,Sensor Assy,Suthin,Pokayoke can't check o-ring (Toyota),M  ,18-05-26,10:10:00,110,110,1,110,Temporary,Thitinon K.,Assembly and shaft bearing press fit unit,Jig,Can't check pokayoke o-rig,Wear,Change,"1.Check jig o-ring wear
2.Check spare part not have
3.PDT change over model running waitting jig from maker
4.PDT run machine ok",Jig wear,Add stock jig check o-ring,Completed,PE,Spare Part,Order and add stock jig check o-ring,Completed,PE,10,100,0,0,0,0
18-05-26,12:30:00,CV9002,Reverse Pallet Conveyance,70,GA,Gear Assy,Pakinai,Truck carry can't advance return,M  ,18-05-26,12:40:00,10,10,1,10,Completed,Thitinon K.,Truck carry unit,Rope,Truck carry can't move,slack,Adjust,"1.Check truck carry unit
2.Check rope truck carry slack
3.Adjust stopper tention rope truck carry new
4.Test move truck carry ok",Rope slack,Tention rope and mark position new,Completed,MT,Work Ability,สอบถาม Maker เกี่ยวกับวิธีการตั้งความตึงของเชือก,Completed,PE,0,0,0,10,0,0
18-05-26,17:00:00,PR9074,"Pre Assembly & S/H P/S 
Bearing Press-fit",70,SA,Sensor Assy,Suthin,Pokayoke can't check o-ring (Toyota),M  ,18-05-26,17:40:00,40,40,1,40,Completed,Thitinon K.,Assembly and shaft bearing press fit unit,Jig,Can't check pokayoke o-rig,Wear,Adjust,"1.Change new jig check o-ring(ตัวที่รอของจาก Maker มาส่ง)
2.Adjust stopper jig new 
3.Test check o-ring ok",Jig wear,Add stock jig check o-ring,Completed,PE,Spare Part,Order and add stock jig check o-ring,Completed,PE,5,30,0,5,0,0
18-05-26,17:50:00,ME9085,Proportional Load Inspection,40,GA,Gear Assy,Pakinai,Alarm signal converter communication fault,E,18-05-26,18:45:00,55,55,1,55,Completed,Thitinon K.,Proportional load system,Fuse,Fuse short circuit,Not sure,Change,"1.Check confirm signal converter alarm E21
2.Check confirm connection pin socket ok
3.Check cable ok
4.Check fuse signal converter cut
5.Change new fuse 
6.Test run machine ok",Not sure,PE check หาสาเหตุ,Completed,PE,Diagnosis,PE ช่วยวิเคราะห์หาสาเหตุและสอบถามปัญหากับทาง Maker,Completed,PE,40,0,0,15,0,0
19-05-26,21:45:00,ME9081,Torque Sensor Calibration,80,GSA,Gear Sub-Assy,Yuttapong,Alarm return cycle time out,E,19-05-26,21:55:00,10,10,1,10,Completed,Amarin B.,Not sure,Not sure,Running remain,Error,Reset,"1. Check PLC program 
2. Power off-on machine and reset alarm
3. Test run machine ok
",Not sure,Monitoring alarm,Completed,MT,Diagnosis,Monitoring alarm,Completed,MT,7,0,0,0,3,0
20-05-26,00:40:00,MX9022,DMC Laser Marking,10,RH1,Housing Assy No.1,Yuttapong,Alarm DMC laser marking,E,20-05-26,00:55:00,15,15,1,15,Completed,Amarin B.,Laser mark unit,Laser mark,Laser mark NG,Error,Reset,"1. Check confirm jig set part ok
2. Check raw material ok
3. Cleaning lens laser mark
4. Test run machine ok",Not sure,Monitoring alarm,Completed,MT,Diagnosis,Monitoring alarm,Completed,MT,8,0,0,0,7,0
20-05-26,02:05:00,CV9002,Reverse Pallet Conveyance,70,GA,Gear Assy,Tinnakron,Alarm truck carry out pnsher time out,M  ,20-05-26,02:30:00,25,25,1,25,Completed,Jakkrit  P.,Truck carry unit,Rope,Running remain,Wear,Adjust,"1. Check truck carry unit
2. Check เชือกดึงรถ Truck carry หย่อน
3. Adjust stopper ดึงเชือกรถ Truck carry 
4. Test run machine ok",Ropr wear,Add plan change rope,On process,MT,Work Ability,Make JI adjust tension rope,Completed,MT,5,5,0,15,0,0
20-05-26,03:40:00,ME9085,Proportional Load Inspection,40,GA,Gear Assy,Tinnakron,Alarm signal converter communication fault,E,20-05-26,03:50:00,10,10,1,10,Completed,Sunthorn S.,Signal converter unit,Fuse,Test graph NG,Cut,Change,"1. Check signal converter alarm code E21 (Model mitsubishi)
2. Check fuse signal conveter No.2 cut
3. Change new fuse signal conveter No.2 
4. Test run machine ok ",The exact cause of problem is still unknown,The cause is currently being analysis (แจ้งให้ PDT จดบันทึก Number pallet ที่มีปัญหา),On process,PE,Diagnosis,The cause is currently being analysis (QC เช็ค Confirm MCU),On process,QC,5,2,0,3,0,0
20-05-26,21:45:00,KJ9137-2,Side Cover Tightening,130,GSA,Gear Sub-Assy,Yuttapong,Alarm reversal stopper2 up down fault,E,20-05-26,22:05:00,20,20,1,20,Completed,Amarin B.,Pallet supply unit,Photo sensor,Running remain,Not on,Adjust,"1. Check photo sensor confirm pallet (X234) not on
2. Check position bracket sensor NG (Pallet hit bracket sensor)
3. Adjust photo sensor
4. Test run machine ok",Pallet hit bracket sensor,Adjudst position bracket sensor,Completed,MT,Diagnosis,Training member analysis root cause,Completed,MT,10,0,0,5,5,0
20-05-26,22:30:00,PR9068,Mount Bush Press-fit,30,RH2,Housing Assy No.2,Ocha,Camera check DMC not complete,E,20-05-26,22:40:00,10,10,1,10,Completed,Jakkrit  P.,Jig set part unit,DMC code reader,Can't focus,Position NG,Setting,"1. Check confirm position DMC NG
2. Setting position focus DMC
3. Test run ok",DMC can't focus,Setting position focus DMC,Completed,MT,Setting Ability,Make JI setting DMC code reader,Completed,MT,3,0,0,0,7,0
20-05-26,09:20:00,WM9062,Washing & Air blow,30,RH1,Housing Assy No.1,Anukun,Alarm tank 2 low level,M  ,20-05-26,10:40:00,80,80,1,80,Completed,Thitinon K.,Washing system,Pump,Can't supply washing to tank,Clogged,Cleaning,"1.Check alarm machine 
2.Check breaker CB2 pump trip
3.Change new breaker CB2 before 15A After 30A
4.Take off pump cleaning inside new
5.Test run machine ok",Pump clogged,Add plan PM cleaning pump,Completed,MT,Work Ability,Order spare part pump and add stock,Completed,MT,10,10,0,55,5,0
